Timestamp,Qual nomenclatura é utilizada atualmente para o seu papel na empresa onde você trabalha?,Qual cargo você ocupa atualmente?,Qual é a sua senioridade?,Quantos anos de experiência você tem na área de testes?,Como é a sua relação com automação de testes na empresa onde você trabalha atualmente?,Qual regime de contratação você se encontra na empresa atual?,Modelo de Atuação,Você possui alguma certificação internacional em testes de software?,Em qual moeda seu empregador faz seus pagamentos?,Qual é o seu salário bruto?,Qual é seu gênero?,Em qual região do Brasil você vive atualmente?,Em qual região do Brasil está localizada a empresa onde você trabalha atualmente?,Com que frequência você precisa conversar em inglês no trabalho?,Com qual etnia você se identifica?,Qual é sua formação acadêmica?,(Opcional) Quais linguagens de programação são utilizadas para automação de testes na empresa onde você trabalha?,(Opcional) Quais ferramentas de automação de testes você utiliza na empresa onde você trabalha atualmente?,"(Opcional) A empresa onde você trabalha possui cargo formal de liderança em testes de software? ex. QA Lead, Líder de Testes, Gerente de QA, etc.",(Opcional) Você foi atingido por algum lay off nos últimos 12 meses?,(Opcional) Sua empresa transferiu as responsabilidades relacionadas a teste de software aos desenvolvedores?,(Opcional) Qual relação você possui com Inteligência Artificial e Testes na empresa onde você trabalha arualmente?,(Opcional) Como você conseguiu a oportunidade de participar do processo seletivo da empresa onde você atua hoje em dia?
1/13/2025 19:53:50,QA,Analista,Pleno,10,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,10500,Masculino,Nordeste,Sul,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,,,Sim,Não,Não,Nenhum,Linkedin
1/13/2025 19:55:57,QA,Analista,Pleno,10,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,7480,Masculino,Nordeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,Ruby,"Siteprism, cucumber, rspec e httparty",Sim,Não,Não,Uso Inteligência Artificial para Testar,Linkedin
1/13/2025 19:59:49,QA,Analista,Pleno,5,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Exterior),Não,Reais,9500,Masculino,Sul,Outro país,Algumas vezes por mês,Parda,Ensino Superior Completo,React native,Detox,Sim,Não,Não,Nenhum,Linkedin
1/13/2025 20:07:04,QA,Analista,Júnior,2,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Não,Reais,5000,Feminino,Sul,Sul,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,Python JavaScript ,Robot framework ,Não,Não,Não,Uso Inteligência Artificial para Testar,Linkedin
1/13/2025 20:20:18,QA,Analista,Pleno,4,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,4200,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Negra,Ensino Superior Completo,Java,"Playwright, Rest Assured",Sim,Não,Não,Uso Inteligência Artificial para Testar,Indicação Interna
1/13/2025 20:23:19,QA,Analista,Sênior,6,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Não,Reais,8123,Masculino,Sudeste,Sudeste,Algumas vezes por mês,Parda,Pós-Graduado,"Python, JavaScript","Postman, Newman, robot framework, appium, playwright, k6",Sim,Não,Não,Uso Inteligência Artificial para Testar,Linkedin
1/13/2025 20:30:06,QA,Líder,Principal,13,Não uso automação de testes,PJ (Você tem sua própria empresa),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Não,Reais,20,Masculino,Sul,Sul,Algumas vezes por mês,Branca,Ensino Superior Completo,,,Sim,Não,Não,Nenhum,Indicação Interna
1/13/2025 20:35:09,QA,Analista,Pleno,4,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,7000,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Ensino Médio Completo,,,Não,Não,Não,Uso Inteligência Artificial para Testar,Indicação Interna
1/13/2025 20:50:12,QA,Especialista,Sênior,16,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,13555,Feminino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Negra,Pós-Graduado,Java,,Sim,Não,"Não, mas planejam fazer isso este ano",Nenhum,Indicação Interna
1/13/2025 20:57:07,QA,Analista,Sênior,9,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,14000,Feminino,Sudeste,Sul,Todos os dias,Branca,Pós-Graduado,"Java, Js e Python ","Cypress, Selenium, K6. ",Sim,Não,Não,Nenhum,Indicação Interna
1/13/2025 21:05:43,QA,Analista,Pleno,5,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,7800,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Negra,Ensino Superior Completo,,,Sim,Não,Não,Nenhum,Indicação Interna
1/13/2025 21:49:09,QA,Analista,Júnior,1,Não uso automação de testes,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Não,Reais,2600,Feminino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Negra,Ensino superior em andamento,,,Não,Não,Não,Nenhum,Indicação Interna
1/13/2025 22:16:58,QA,Analista,Pleno,6,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Sim,Reais,6000,Masculino,Sudeste,Sudeste,Algumas vezes por mês,Parda,Mestrado,"Java, Payton, C#","Appium, Selenium, Robot, AirTest",Não,"Sim, ainda estou desempregado",Não,Testo aplicativos baseados em Inteligência Artificial,Linkedin
1/14/2025 1:57:28,QA,Engenheiro,Pleno,5,Não uso automação de testes,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Não,Reais,7148,Masculino,Nordeste,Nordeste,Todos os dias,Negra,Mestrado,,,Sim,Não,Não,Nenhum,Indicação Interna
1/14/2025 3:39:18,QA,Analista,Sênior,6,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,8800,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Pós-Graduado,"Python, Java Script","Robot Framework, K6, JMeter",Sim,Não,Não,Nenhum,Indicado por um amigo meu
1/14/2025 4:05:02,QA,Engenheiro,Pleno,7,Não uso automação de testes,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Sim,Reais,9900,Masculino,Sul,Sul,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,"Java, Python, JavaScript","Cypress, RestAssured, Appium, pyTest",Não,Não,Sim,Nenhum,Fui abordado por Recrutador
1/14/2025 5:22:44,QA,Analista,Pleno,10,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Não,Reais,8415,Feminino,Sul,Sul,Não preciso conversar em inglês no trabalho,Branca,Pós-Graduado,Java,IntelliJ,Não,Não,Não,Nenhum,Agencia
1/14/2025 5:27:50,QA,Executor,Júnior,2,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,2000,Masculino,Sudeste,Sul,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,,,Não,Não,"Não, mas planejam fazer isso este ano",Uso Inteligência Artificial para Testar,Linkedin
1/14/2025 5:38:55,QA,Engenheiro,Sênior,4,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,10758,Masculino,Sul,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,"Ts, Js",Cypress,Não,Não,Não,Uso Inteligência Artificial para Testar,Indicação Interna
1/14/2025 5:58:13,QA,Analista,Pleno,5,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,4250,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Ensino Superior Completo,Java,Selenium,Não,Não,Não,Nenhum,Site de Vagas
1/14/2025 6:01:49,QA,Analista,Júnior,2,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,3150,Masculino,Nordeste,Sul,Não preciso conversar em inglês no trabalho,Parda,Ensino Superior Completo,,,Sim,"Sim, retornei com salário maior",Não,Uso Inteligência Artificial para Testar,Linkedin
1/14/2025 6:05:49,QA,Analista,Sênior,15,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,9200,Feminino,Sudeste,Sudeste,Algumas vezes por mês,Parda,Ensino Superior Completo,java,"intellij, cumcumber,selenium, restassured, Nunit, Appium, postman, insonomia, android studio e etc.",Sim,"Sim, retornei com salário menor",Sim,Uso Inteligência Artificial para Testar,Linkedin
1/14/2025 6:30:30,Testador,Executor,Júnior,3,Não uso automação de testes,CLT (Carteira Assinada),100% Presencial,Não,Reais,3500,Masculino,Norte,Norte,Todos os dias,Parda,Ensino Médio Completo,,,,,,,
1/14/2025 6:52:59,QA,Analista,Pleno,14,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,7912,Feminino,Sul,Sul,Não preciso conversar em inglês no trabalho,Branca,Pós-Graduado,Javascript ,Cypress,Sim,Não,Sim,Uso Inteligência Artificial e testo aplicativos baseados em Inteligência Artificial,Indicação Interna
1/14/2025 6:55:49,QA,Analista,Sênior,8,Uso automação de testes mais de 8 horas por semana,Contrato,100% Remoto (Brasil),Sim,Reais,11500,Masculino,Nordeste,Nordeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,"Javascript, Typescript","Protractor, Cypress, Selenium, PLaywright",Não,Não,Não,Nenhum,Indicação Interna
1/14/2025 7:08:13,QA,Analista,Júnior,1,Não uso automação de testes,CLT (Carteira Assinada),100% Presencial,Não,Reais,3956,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Médio Completo,Javascript e Python,Cypress e Robot,Sim,Não,Não,Nenhum,Indicação Interna
1/14/2025 7:22:19,QA,Engenheiro,Sênior,17,Uso automação de testes mais de 8 horas por semana,PJ (Você tem sua própria empresa),100% Remoto (Exterior),Sim,Dólares Americanos,5833,Masculino,Sudeste,Outro país,Todos os dias,Branca,Pós-Graduado,Python,"Appium, Playwright, Browserstack",Sim,Não,Não,Nenhum,Linkedin
1/14/2025 7:25:24,QA,Analista,Sênior,15,Não uso automação de testes,PJ (Você tem sua própria empresa),100% Remoto (Brasil),Sim,Reais,9500,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Pós-Graduado,Não se aplica,Não se aplica,Não,Não,Não,Nenhum,Fui abordado por Recrutador
1/14/2025 7:26:38,SDET,Engenheiro,Sênior,6,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,11200,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,"javascript, java, python","playwright, robot",Sim,Não,Não,Uso Inteligência Artificial para Testar,Fui abordado por Recrutador
1/14/2025 7:36:57,QA,Analista,Pleno,5,Não uso automação de testes,PJ (Você tem sua própria empresa),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Não,Reais,7650,Masculino,Nordeste,Nordeste,Não preciso conversar em inglês no trabalho,Parda,Ensino Médio Completo,Javascript,Cypress,Sim,Não,Não,Nenhum,Linkedin
1/14/2025 7:39:34,QA,Executor,Júnior,3,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,2700,Masculino,Nordeste,Sul,Não preciso conversar em inglês no trabalho,Branca,Pós-Graduado,Javascript,Cypress,Sim,Não,Não,Nenhum,Programa de migração de carreira
1/14/2025 8:00:00,Testador,Analista,Pleno,3,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,6660,Feminino,Sul,Sul,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,,,Não,Não,,,
1/14/2025 8:16:58,QA,Engenheiro,Sênior,5,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,10000,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,"Typesscript, .NET e JavaScript","K6, JMeter, xunit, nunit, specflow, reqnroll, playwright, robotframework, jest",Sim,Não,Sim,Uso Inteligência Artificial para Testar,Era terceiro e fui internalizado
1/14/2025 8:19:25,SDET,Executor,Júnior,1,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,2904,Feminino,Nordeste,Sul,Não preciso conversar em inglês no trabalho,Parda,Ensino Superior Completo,,,Sim,Não,Não,Nenhum,Fui abordado por Recrutador
1/14/2025 8:19:45,QA,Analista,Sênior,8,Não uso automação de testes,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Não,Reais,10000,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Ensino Superior Completo,,,Sim,"Sim, retornei com salário maior",Não,Uso Inteligência Artificial para Testar,Fui abordado por Recrutador
1/14/2025 8:20:18,QA,Analista,Pleno,3,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,5000,Masculino,Sul,Sul,Não preciso conversar em inglês no trabalho,Parda,Pós-Graduado,,,Sim,Não,Não,Nenhum,Linkedin
1/14/2025 8:20:23,QA,Analista,Júnior,3,Uso automação de testes em torno de 8 horas por semana,PJ (Você tem sua própria empresa),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Não,Reais,3500,Feminino,Centro-Oeste,Centro-Oeste,Não preciso conversar em inglês no trabalho,Negra,Ensino Superior Completo,,,,,,,
1/14/2025 8:21:47,Testador,Engenheiro,Júnior,3,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,3815,Feminino,Sudeste,Sudeste,Algumas vezes por mês,Negra,Cursando Bacharel em Sistemas de Informação,Java,"Java, Cucumber, Selenium, Postman, JMeter",Sim,Não,Não,Uso Inteligência Artificial para Testar,Fui abordado por Recrutador
1/14/2025 8:26:47,QA,Engenheiro,Sênior,8,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,9000,Masculino,Sul,Sudeste,Algumas vezes por mês,Branca,Ensino Superior Completo,Javascript e Java,"Cypress, Selenium WebDriver, Playwright e Robot Framework",Não,Não,Não,Nenhum,Fui abordado por Recrutador
1/14/2025 8:28:30,QA,Analista,Pleno,4,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,4300,Masculino,Nordeste,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Ensino Médio Completo,,,Não,Não,Não,Nenhum,Linkedin
1/14/2025 8:42:13,QA,Analista,Júnior,2,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,5500,Masculino,Centro-Oeste,Centro-Oeste,Não preciso conversar em inglês no trabalho,Parda,Ensino Superior Completo,Java ,,Sim,Não,Não,Nenhum,Indicação Interna
1/14/2025 8:47:17,QA,Analista,Pleno,5,Uso automação de testes em torno de 8 horas por semana,Flex (Você é CLT mas também tem sua própria empresa),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Não,Reais,15000,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,,Ruby,Não,"Sim, retornei com salário maior",,Nenhum,Linkedin
1/14/2025 8:48:45,QA,Analista,Júnior,3,Uso automação de testes mais de 8 horas por semana,PJ (Você tem sua própria empresa),100% Presencial,Não,Reais,3565,Masculino,Nordeste,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Ensino Superior Completo,C# e.net,Selenium e NUnit,Sim,Não,Sim,Nenhum,Site de Vagas
1/14/2025 8:49:23,QA,Analista,Júnior,4,Não uso automação de testes,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Não,Reais,5200,Masculino,Nordeste,Nordeste,Não preciso conversar em inglês no trabalho,Branca,Pós-Graduado,,,Não,Não,Não,Nenhum,Indicação Interna
1/14/2025 8:52:40,QA,Analista,Júnior,3,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,4131,Masculino,Nordeste,Sul,Todos os dias,Branca,Mestrado,"Java, JS","Cypress, Selenium",Sim,Não,Sim,Uso Inteligência Artificial para Testar,Participei de um programa de trainee
1/14/2025 8:53:01,QA,Líder,Sênior,11,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,16590,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Ensino Superior Completo,Java,,Sim,Não,Não,Uso Inteligência Artificial para Testar,Linkedin
1/14/2025 8:53:03,QA,Engenheiro,Pleno,6,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Não,Reais,11300,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,JAVA,Cucumber,Não,Não,Não,Nenhum,Indicação Interna
1/14/2025 8:55:25,QA,Engenheiro,Sênior,6,Uso automação de testes mais de 8 horas por semana,Flex (Você é CLT mas também tem sua própria empresa),100% Remoto (Brasil),Não,Reais,13000,Masculino,Nordeste,Sudeste,Todos os dias,Branca,Pós-Graduado,Typescript,Cypress,Não,Não,Não,Uso Inteligência Artificial para Testar,Fui abordado por Recrutador
1/14/2025 8:56:46,QA,Engenheiro,Sênior,9,Uso automação de testes mais de 8 horas por semana,PJ (Você tem sua própria empresa),100% Remoto (Brasil),Sim,Reais,12000,Masculino,Sudeste,Sul,Não preciso conversar em inglês no trabalho,Branca,Pós-Graduado,Javascript,Cypress,Não,Não,"Não, mas planejam fazer isso este ano",Nenhum,Fui abordado por Recrutador
1/14/2025 8:58:00,QA,Analista,Pleno,4,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,7000,Masculino,Sudeste,Sudeste,Algumas vezes por mês,Branca,Ensino Superior Completo,,,Não,Não,Não,Uso Inteligência Artificial para Testar,Fui abordado por Recrutador
1/14/2025 9:17:34,QA,Analista,Júnior,1,Não uso automação de testes,PJ (Você tem sua própria empresa),100% Presencial,Não,Reais,3187,Masculino,Sul,Sul,Não preciso conversar em inglês no trabalho,Branca,Pós-Graduado,,,,,,,
1/14/2025 9:23:40,QA,Engenheiro,Pleno,2,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,8180,Masculino,Norte,Norte,Não preciso conversar em inglês no trabalho,Parda,Ensino Superior Completo,Python e Dart,"Pytest, Patrol, Robot ",Sim,Não,Sim,Uso Inteligência Artificial para Testar,Site de Vagas
1/14/2025 9:23:48,QA,Engenheiro,Pleno,5,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,9132,Masculino,Sul,Sudeste,Algumas vezes por mês,Branca,Ensino Superior Completo,Java/Groovy,,,Não,Não,Uso Inteligência Artificial para Testar,Fui abordado por Recrutador
1/14/2025 9:24:41,QA,Analista,Pleno,6,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Presencial,Não,Reais,5300,Masculino,Sul,Sul,Não preciso conversar em inglês no trabalho,Asiática,Ensino Superior Completo,Java,Selenium,Não,Não,Sim,Uso Inteligência Artificial para Testar,Site de Vagas
1/14/2025 9:29:05,QA,Analista,Pleno,5,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,8383,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Ensino Superior Completo,C# e Javascript,"Selenium, Cypress, Postman",Não,Não,Não,Uso Inteligência Artificial para Testar,Linkedin
1/14/2025 9:32:00,SDET,Analista,Sênior,12,Uso automação de testes mais de 8 horas por semana,PJ (Você tem sua própria empresa),100% Remoto (Brasil),Não,Reais,14625,Masculino,Sul,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Ensino Superior Completo,Python e Dart,Robot Framework e Bibliotecas em Python.,Não,Não,"Não, mas planejam fazer isso este ano",Uso Inteligência Artificial para Testar,Linkedin
1/14/2025 9:37:48,QA,Analista,Júnior,4,Uso automação de testes em torno de 8 horas por semana,PJ (Você tem sua própria empresa),100% Remoto (Brasil),Não,Reais,2800,Feminino,Sul,Sul,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,Python ,Robot framework ,Não,Não,Não,Uso Inteligência Artificial para Testar,Estágio 
1/14/2025 9:41:26,SDET,Especialista,Sênior,8,Uso automação de testes mais de 8 horas por semana,PJ (Você tem sua própria empresa),100% Remoto (Exterior),Não,Dólares Americanos,45873,Masculino,Nordeste,Outro país,Todos os dias,Branca,Ensino Superior Completo,"Python, Java, Groovy","Pytest, Appium, Jenkins, Selenium, Playwright",Sim,Não,Não,Uso Inteligência Artificial para Testar,Fui abordado por Recrutador
1/14/2025 9:44:58,QA,Gerente,Sênior,5,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,12300,Masculino,Sudeste,Sudeste,Todos os dias,Parda,Ensino Superior Completo,"Typescript, JavaScript, Java","Playwright, Newman, RestAssured",Não,Não,Não,Uso Inteligência Artificial para Testar,Fui abordado por Recrutador
1/14/2025 9:45:07,QA,Analista,Pleno,4,Não uso automação de testes,PJ (Você tem sua própria empresa),100% Remoto (Brasil),Não,Reais,5500,Masculino,Sudeste,Sul,Algumas vezes por mês,Branca,Ensino Médio Completo,,,,,,,
1/14/2025 9:49:13,QA,Analista,Júnior,1,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,2500,Masculino,Sul,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,Java,"JUnit, Selenium WebDriver",Sim,Não,Não,Nenhum,Indicação Interna
1/14/2025 9:50:07,QA,Analista,Pleno,4,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,5700,Feminino,Nordeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,,,Não,Não,Não,Uso Inteligência Artificial para Testar,Linkedin
1/14/2025 9:52:13,QA,Analista,Sênior,10,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,8500,Feminino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Asiática,Ensino Superior Completo,Javascript ,Nenhuma,Não,"Sim, retornei com salário menor",Sim,Nenhum,Site de Vagas
1/14/2025 9:52:55,QA,Analista,Pleno,9,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,6652,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,javascript,cypress,Sim,Não,Não,Nenhum,Indicação Interna
1/14/2025 10:00:16,QA,Especialista,Principal,12,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,22000,Masculino,Sudeste,Sul,Todos os dias,Branca,Ensino Médio Completo,Java,Selenium,Sim,Não,Não,Uso Inteligência Artificial para Testar,Linkedin
1/14/2025 10:00:27,QA,Analista,Pleno,3,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,8000,Feminino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Ensino Superior Completo,,,,Não,Não,Uso Inteligência Artificial para Testar,Indicação Interna
1/14/2025 10:09:05,QA,Analista,Pleno,3,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,8402,Feminino,Sudeste,Sul,Não preciso conversar em inglês no trabalho,Negra,Ensino Superior Completo,"Java, javascript ",,Não,Não,Não,Uso Inteligência Artificial para Testar,Linkedin
1/14/2025 10:15:32,QA,Analista,Pleno,3,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,5600,Feminino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Pós-Graduado,,,,"Sim, retornei com salário maior",Não,Nenhum,Site de Vagas
1/14/2025 10:27:35,QA,Analista,Sênior,14,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,12200,Feminino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,,,Sim,Não,Não,Uso Inteligência Artificial para Testar,Indicação Interna
1/14/2025 10:35:21,QA,Analista,Júnior,1,Uso automação de testes em torno de 8 horas por semana,PJ (Você tem sua própria empresa),100% Remoto (Brasil),Não,Reais,1200,Masculino,Sudeste,Sul,Não preciso conversar em inglês no trabalho,Branca,Ensino Médio Completo,"Selenium, python ","Robot, postman",Não,"Sim, retornei com o mesmo salário",Não,Testo aplicativos baseados em Inteligência Artificial,Indicação Interna
1/14/2025 10:42:47,QA,Analista,Pleno,3,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,5900,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,C# .Net,"Selenium, nunit, extent report",Não,Não,Sim,Uso Inteligência Artificial para Testar,Linkedin
1/14/2025 10:42:51,QA,Analista,Pleno,12,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,7500,Masculino,Sul,Sul,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,"Cypress, yaml","Maestro, cypress",Não,"Sim, ainda estou desempregado",Sim,Nenhum,Indicação Interna
1/14/2025 11:01:29,QA,Analista,Sênior,5,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,7500,Masculino,Sudeste,Sudeste,Todos os dias,Branca,Pós-Graduado,,,Não,Não,Não,Nenhum,Indicação Interna
1/14/2025 11:04:13,QA,Analista,Pleno,10,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,8000,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Pós-Graduado,Python,Robot Framework,Não,Não,Não,Uso Inteligência Artificial para Testar,Fui abordado por Recrutador
1/14/2025 11:15:18,QA,Analista,Pleno,3,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,3800,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Ensino Superior Completo,Javascript ,Playwright ,Sim,Não,Não,Uso Inteligência Artificial para Testar,Indicação Interna
1/14/2025 11:16:04,QA,Líder,Pleno,7,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Sim,Reais,6774,Masculino,Nordeste,Sudeste,Algumas vezes por mês,Negra,Pós-Graduado,Ruby,"VS code, Postman",Sim,Não,Não,Uso Inteligência Artificial para Testar,Linkedin
1/14/2025 11:17:58,QA,Analista,Pleno,3,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,5485,Masculino,Nordeste,Nordeste,Não preciso conversar em inglês no trabalho,Branca,Pós-Graduado,Javascript,Cypress e Postman ,Sim,Não,Não,Nenhum,Linkedin
